Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P50282	reviewed	MMP9_RAT	Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB)	Mmp9	Rattus norvegicus (Rat)	708
P50339	reviewed	CMA1_RAT	Chymase (EC 3.4.21.39) (Alpha-chymase) (Mast cell protease 3) (rMCP-3) (Mast cell protease 5) (rMCP-5) (Mast cell protease III) (rMCP-III)	Cma1 Mcpt3	Rattus norvegicus (Rat)	247
P50596	reviewed	LEP_RAT	Leptin (Obesity factor)	Lep Ob	Rattus norvegicus (Rat)	167
P51433	reviewed	PA2G5_RAT	Phospholipase A2 group V (EC 3.1.1.4) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5)	Pla2g5	Rattus norvegicus (Rat)	137
P51653	reviewed	GPC2_RAT	Glypican-2 (Cerebroglycan) (HSPG M13) [Cleaved into: Secreted glypican-2]	Gpc2	Rattus norvegicus (Rat)	579
P51672	reviewed	XCL1_RAT	Lymphotactin (C motif chemokine 1) (Cytokine SCM-1) (Small-inducible cytokine C1)	Xcl1 Ltn Scyc1	Rattus norvegicus (Rat)	114
P52925	reviewed	HMGB2_RAT	High mobility group protein B2 (High mobility group protein 2) (HMG-2)	Hmgb2 Hmg2	Rattus norvegicus (Rat)	210
P53813	reviewed	PROS_RAT	Vitamin K-dependent protein S	Pros1 Pros	Rattus norvegicus (Rat)	675
P54318	reviewed	LIPR2_RAT	Pancreatic lipase-related protein 2 (PL-RP2) (Cytotoxic T lymphocyte lipase) (Galactolipase) (EC 3.1.1.26) (Secretory glycoprotein GP-3) (Triacylglycerol lipase) (EC 3.1.1.3)	Pnliprp2 Plrp2	Rattus norvegicus (Rat)	468
P55053	reviewed	FABP5_RAT	Fatty acid-binding protein 5 (Cutaneous fatty acid-binding protein) (C-FABP) (DA11) (Epidermal-type fatty acid-binding protein) (E-FABP) (Fatty acid-binding protein, epidermal)	Fabp5	Rattus norvegicus (Rat)	135
P55067	reviewed	NCAN_RAT	Neurocan core protein (245 kDa early postnatal core glycoprotein) (Chondroitin sulfate proteoglycan 3) [Cleaved into: 150 kDa adult core glycoprotein]	Ncan Cspg3	Rattus norvegicus (Rat)	1257
P55068	reviewed	PGCB_RAT	Brevican core protein (Brain-enriched hyaluronan-binding protein) (BEHAB)	Bcan Behab	Rattus norvegicus (Rat)	883
P55090	reviewed	UCN1_RAT	Urocortin (Corticotensin)	Ucn	Rattus norvegicus (Rat)	122
P55159	reviewed	PON1_RAT	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (Serum aryldialkylphosphatase 1)	Pon1 Pon	Rattus norvegicus (Rat)	355
P55207	reviewed	ANFC_RAT	C-type natriuretic peptide [Cleaved into: CNP-22; CNP-29; CNP-53]	Nppc Cnp	Rattus norvegicus (Rat)	126
P56478	reviewed	IL7_RAT	Interleukin-7 (IL-7)	Il7	Rattus norvegicus (Rat)	154
P57756	reviewed	FCN2_RAT	Ficolin-2 (Collagen/fibrinogen domain-containing protein 2) (Ficolin-B) (Ficolin-beta) (L-ficolin)	Fcn2 Fcnb	Rattus norvegicus (Rat)	319
P58751	reviewed	RELN_RAT	Reelin (EC 3.4.21.-)	Reln	Rattus norvegicus (Rat)	3462
P59996	reviewed	PCSK9_RAT	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	Pcsk9 Narc1	Rattus norvegicus (Rat)	691
P60042	reviewed	SMS_RAT	Somatostatin (somatotropin release-inhibiting factor) (SRIF) [Cleaved into: Antrin; Somatostatin-28; Somatostatin-14; Neuronostatin (NST)]	Sst Smst	Rattus norvegicus (Rat)	116
P61149	reviewed	FGF1_RAT	Fibroblast growth factor 1 (FGF-1) (Acidic fibroblast growth factor) (aFGF) (Heparin-binding growth factor 1) (HBGF-1)	Fgf1 Fgf-1 Fgfa	Rattus norvegicus (Rat)	155
P61312	reviewed	ADM2_RAT	Protein ADM2 (Intermedin) [Cleaved into: Adrenomedullin-2 (AM2) (Intermedin-long) (IMDL); Intermedin-short (IMDS)]	Adm2 Am2	Rattus norvegicus (Rat)	146
P62804	reviewed	H4_RAT	Histone H4 [Cleaved into: Osteogenic growth peptide (OGP)]	H4c2 Hist1h4b Hist4; Hist1h4m; H4c16 H4f16 H4ft Hist4h4	Rattus norvegicus (Rat)	103
P62961	reviewed	YBOX1_RAT	Y-box-binding protein 1 (YB-1) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	Ybx1 Yb1	Rattus norvegicus (Rat)	322
P63090	reviewed	PTN_RAT	Pleiotrophin (PTN) (Heparin-binding brain mitogen) (HBBM) (Heparin-binding growth factor 8) (HBGF-8) (Heparin-binding growth-associated molecule) (HB-GAM) (Heparin-binding neutrophic factor) (HBNF) (Osteoblast-specific factor 1) (OSF-1)	Ptn	Rattus norvegicus (Rat)	168
P63159	reviewed	HMGB1_RAT	High mobility group protein B1 (Amphoterin) (Heparin-binding protein p30) (High mobility group protein 1) (HMG-1)	Hmgb1 Hmg-1 Hmg1	Rattus norvegicus (Rat)	215
P63182	reviewed	CBLN1_RAT	Cerebellin-1 (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin (des-Ser(1)-cerebellin) ([des-Ser1]CER) (des-CER) (des-Ser1CER)]	Cbln1	Rattus norvegicus (Rat)	193
P63278	reviewed	AMELX_RAT	Amelogenin, X isoform (Leucine-rich amelogenin peptide) (LRAP)	Amelx Amel Amgx	Rattus norvegicus (Rat)	210
P70492	reviewed	FGF10_RAT	Fibroblast growth factor 10 (FGF-10)	Fgf10	Rattus norvegicus (Rat)	215
P70499	reviewed	IFNB_RAT	Interferon beta (IFN-beta)	Ifnb1 Ifnb	Rattus norvegicus (Rat)	184
P70580	reviewed	PGRC1_RAT	Membrane-associated progesterone receptor component 1 (mPR) (25-DX) (Acidic 25 kDa protein) (Ventral midline antigen) (VEMA)	Pgrmc1 25dx Lewi Pgrmc	Rattus norvegicus (Rat)	195
P70617	reviewed	NINJ1_RAT	Ninjurin-1 (Nerve injury-induced protein 1) [Cleaved into: Secreted ninjurin-1]	Ninj1	Rattus norvegicus (Rat)	152
P70628	reviewed	IMPG2_RAT	Interphotoreceptor matrix proteoglycan 2 (PG10.2) (Sialoprotein associated with cones and rods proteoglycan) (Spacrcan)	Impg2	Rattus norvegicus (Rat)	1241
P80225	reviewed	B4GT1_RAT	Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1)	B4galt1 Ggtb2	Rattus norvegicus (Rat)	32
P81278	reviewed	PRRP_RAT	Prolactin-releasing peptide (PrRP) (Prolactin-releasing hormone) [Cleaved into: Prolactin-releasing peptide PrRP31; Prolactin-releasing peptide PrRP20]	Prlh Prh	Rattus norvegicus (Rat)	83
P81556	reviewed	TIMP4_RAT	Metalloproteinase inhibitor 4 (Tissue inhibitor of metalloproteinases 4) (TIMP-4)	Timp4	Rattus norvegicus (Rat)	224
P81563	reviewed	MMP1_RAT	Interstitial collagenase (EC 3.4.24.7) (Fibroblast collagenase) (Matrix metalloproteinase-1) (MMP-1) (Myocardial collagenase)	Mmp1	Rattus norvegicus (Rat)	15
P83860	reviewed	OX26_RAT	Orexigenic neuropeptide QRFP (P518) [Cleaved into: QRF-amide (Neuropeptide RF-amide) (Pyroglutamylated arginine-phenylalanine-amide peptide)]	Qrfp P518	Rattus norvegicus (Rat)	124
P97541	reviewed	HSPB6_RAT	Heat shock protein beta-6 (HspB6) (Heat shock 20 kDa-like protein p20) (Hsp20)	Hspb6	Rattus norvegicus (Rat)	162
P97545	reviewed	CCL11_RAT	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	Ccl11 Scya11	Rattus norvegicus (Rat)	97
P97553	reviewed	EFNA1_RAT	Ephrin-A1 (EPH-related receptor tyrosine kinase ligand 1) (LERK-1) (Immediate early response protein B61) [Cleaved into: Ephrin-A1, secreted form]	Efna1 Epgl1 Lerk1	Rattus norvegicus (Rat)	205
P97574	reviewed	STC1_RAT	Stanniocalcin-1 (STC-1)	Stc1 Stc	Rattus norvegicus (Rat)	247
P97604	reviewed	IL15_RAT	Interleukin-15 (IL-15)	Il15	Rattus norvegicus (Rat)	162
P97636	reviewed	IL18_RAT	Interleukin-18 (IL-18) (Interferon gamma-inducing factor) (IFN-gamma-inducing factor) (Interleukin-1 gamma) (IL-1 gamma)	Il18 Igif	Rattus norvegicus (Rat)	194
P97675	reviewed	ENPP3_RAT	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 (E-NPP 3) (Alkaline phosphodiesterase I) (EC 3.1.4.1) (B10) (Dinucleoside polyphosphatase) (EC 3.6.1.-) (Nucleotide diphosphatase) (Nucleotide pyrophosphatase) (NPPase) (EC 3.6.1.9) (Phosphodiesterase I beta) (PD-Ibeta) (Phosphodiesterase I/nucleotide pyrophosphatase 3) (RB13-6 antigen) (CD antigen CD203c)	Enpp3 Npp3 Pdnp3	Rattus norvegicus (Rat)	875
P97686	reviewed	NRCAM_RAT	Neuronal cell adhesion molecule (Nr-CAM) (Ankyrin-binding cell adhesion molecule NrCAM) (Neuronal surface protein Bravo) (rBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)	Nrcam	Rattus norvegicus (Rat)	1214
P97708	reviewed	ZP3_RAT	Zona pellucida sperm-binding protein 3 (Zona pellucida glycoprotein 3) (Zp-3) (Zona pellucida protein C) [Cleaved into: Processed zona pellucida sperm-binding protein 3]	Zp3 Zp-3 Zpc	Rattus norvegicus (Rat)	424
P97738	reviewed	NPTX2_RAT	Neuronal pentraxin-2 (NP2) (Neuronal activity-regulated pentraxin) (Neuronal pentraxin II) (NP-II)	Nptx2 Narp	Rattus norvegicus (Rat)	432
P97840	reviewed	LEG9_RAT	Galectin-9 (Gal-9) (36 kDa beta-galactoside-binding lectin) (Urate transporter/channel) (UAT)	Lgals9	Rattus norvegicus (Rat)	354
P97884	reviewed	CCL20_RAT	C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (CC chemokine ST38) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20)	Ccl20 Scya20 St38	Rattus norvegicus (Rat)	96
P97885	reviewed	CXCL5_RAT	C-X-C motif chemokine 5 (Cytokine LIX) (Small-inducible cytokine B5)	Cxcl5 Scyb5	Rattus norvegicus (Rat)	130
Q00918	reviewed	LTBP1_RAT	Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta-1-BP-1) (Transforming growth factor beta-1-masking protein large subunit)	Ltbp1	Rattus norvegicus (Rat)	1712
Q01129	reviewed	PGS2_RAT	Decorin (Bone proteoglycan II) (Dermatan sulfate proteoglycan-II) (DSPG) (PG-S2) (PG40)	Dcn	Rattus norvegicus (Rat)	354
Q01177	reviewed	PLMN_RAT	Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]	Plg	Rattus norvegicus (Rat)	812
Q02734	reviewed	SIAT6_RAT	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase (EC 2.4.3.6) (Beta-galactoside alpha-2,3-sialyltransferase 3) (Alpha 2,3-ST 3) (Gal beta-1,3(4) GlcNAc alpha-2,3 sialyltransferase) (N-acetyllactosaminide alpha-2,3-sialyltransferase) (ST3Gal III) (ST3GalIII) (ST3N) (Sialyltransferase 6) [Cleaved into: CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase soluble form]	St3gal3 Siat6	Rattus norvegicus (Rat)	374
Q02765	reviewed	CATS_RAT	Cathepsin S (EC 3.4.22.27)	Ctss	Rattus norvegicus (Rat)	330
Q02955	reviewed	IL1R1_RAT	Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (EC 3.2.2.6) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 receptor type 1, soluble form (sIL-1R1) (sIL-1RI)]	Il1r1 Il1ra	Rattus norvegicus (Rat)	576
Q03238	reviewed	GRAM_RAT	Granzyme M (EC 3.4.21.-) (Met-ase) (Natural killer cell granular protease) (RNK-Met-1)	Gzmm	Rattus norvegicus (Rat)	258
Q04906	reviewed	BMP6_RAT	Bone morphogenetic protein 6 (BMP-6) (VG-1-related protein) (VGR-1)	Bmp6 Bmp-6 Vgr	Rattus norvegicus (Rat)	506
Q05028	reviewed	PDGFB_RAT	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide)	Pdgfb	Rattus norvegicus (Rat)	225
Q05546	reviewed	TENR_RAT	Tenascin-R (TN-R) (Janusin) (Neural recognition molecule J1-160/180) (Restrictin)	Tnr	Rattus norvegicus (Rat)	1356
Q05754	reviewed	DOPO_RAT	Dopamine beta-hydroxylase (EC 1.14.17.1) (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase]	Dbh	Rattus norvegicus (Rat)	620
Q06000	reviewed	LIPL_RAT	Lipoprotein lipase (LPL) (EC 3.1.1.34) (Phospholipase A1) (EC 3.1.1.32)	Lpl	Rattus norvegicus (Rat)	474
Q06145	reviewed	GIP_RAT	Gastric inhibitory polypeptide (GIP) (Glucose-dependent insulinotropic polypeptide)	Gip	Rattus norvegicus (Rat)	144
Q06175	reviewed	HBEGF_RAT	Proheparin-binding EGF-like growth factor [Cleaved into: Heparin-binding EGF-like growth factor (HB-EGF) (HBEGF)]	Hbegf Dtr Hegfl	Rattus norvegicus (Rat)	208
Q06332	reviewed	TNFB_RAT	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	Lta Tnfb Tnfsf1	Rattus norvegicus (Rat)	202
Q06826	reviewed	BMP4_RAT	Bone morphogenetic protein 4 (BMP-4) (Bone morphogenetic protein 2B) (BMP-2B)	Bmp4 Bmp-4 Dvr-4	Rattus norvegicus (Rat)	408
Q07257	reviewed	TGFB2_RAT	Transforming growth factor beta-2 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-2 (TGF-beta-2)]	Tgfb2	Rattus norvegicus (Rat)	442
Q07258	reviewed	TGFB3_RAT	Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)]	Tgfb3 Tgf-b3	Rattus norvegicus (Rat)	412
Q07731	reviewed	GDNF_RAT	Glial cell line-derived neurotrophic factor (Astrocyte-derived trophic factor) (ATF)	Gdnf	Rattus norvegicus (Rat)	211
Q07936	reviewed	ANXA2_RAT	Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)	Anxa2 Anx2	Rattus norvegicus (Rat)	339
Q07977	reviewed	SIA8B_RAT	Alpha-2,8-sialyltransferase 8B (EC 2.4.3.-) (Sialyltransferase 8B) (SIAT8-B) (Sialyltransferase St8Sia II) (ST8SiaII) (Sialyltransferase X) (STX)	St8sia2 Siat8b Stx	Rattus norvegicus (Rat)	375
Q08125	reviewed	IL5_RAT	Interleukin-5 (IL-5) (B-cell growth factor II) (BCGF-II) (Cytotoxic T-lymphocyte inducer) (Eosinophil differentiation factor) (T-cell replacing factor) (TRF)	Il5 Il-5	Rattus norvegicus (Rat)	132
Q08420	reviewed	SODE_RAT	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1) (Superoxide dismutase B)	Sod3 Sod-3	Rattus norvegicus (Rat)	244
Q08834	reviewed	MGT5A_RAT	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.155) (Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase) (GlcNAc-T V) (GNT-V) (Mannoside acetylglucosaminyltransferase 5) (N-acetylglucosaminyl-transferase V) [Cleaved into: Secreted alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A (Secreted beta-1,6-N-acetylglucosaminyltransferase V) (Secreted GNT-V)]	Mgat5	Rattus norvegicus (Rat)	740
Q10473	reviewed	GALT1_RAT	Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]	Galnt1	Rattus norvegicus (Rat)	559
Q10746	reviewed	CXCL3_RAT	C-X-C motif chemokine 3 (Cytokine-induced neutrophil chemoattractant 2) (CINC-2) (Macrophage inflammatory protein 2-alpha/beta) (MIP2-alpha/beta)	Cxcl3 Cinc2	Rattus norvegicus (Rat)	101
Q11205	reviewed	SIA4B_RAT	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.3.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.3.2) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)	St3gal2 Siat4b Siat5	Rattus norvegicus (Rat)	350
Q1EHB3	reviewed	ATS7_RAT	A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase)	Adamts7	Rattus norvegicus (Rat)	1595
Q2Q0I9	reviewed	FNDC1_RAT	Fibronectin type III domain-containing protein 1 (Activator of G-protein signaling 8)	Fndc1 Ags8	Rattus norvegicus (Rat)	1779
Q499S5	reviewed	MMP11_RAT	Stromelysin-3 (SL-3) (ST3) (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11)	Mmp11	Rattus norvegicus (Rat)	491
Q4AEG6	reviewed	BMP10_RAT	Bone morphogenetic protein 10 (BMP-10)	Bmp10	Rattus norvegicus (Rat)	421
Q4JEI2	reviewed	DFAL1_RAT	Defensin alpha-like protein 1 (Defensin alpha-related sequence 1) (Rattusin)	Defal1 Defa-rs1	Rattus norvegicus (Rat)	87
Q568Y7	reviewed	NOE2_RAT	Noelin-2 (Olfactomedin-2)	Olfm2	Rattus norvegicus (Rat)	478
Q5BJ95	reviewed	IL17F_RAT	Interleukin-17F (IL-17F)	Il17f	Rattus norvegicus (Rat)	161
Q5BK54	reviewed	LAG3_RAT	Lymphocyte activation gene 3 protein (LAG-3) (CD antigen CD223) [Cleaved into: Secreted lymphocyte activation gene 3 protein (sLAG-3)]	Lag3	Rattus norvegicus (Rat)	525
Q5EGZ1	reviewed	ACE2_RAT	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) (EC 3.4.17.-) [Cleaved into: Processed angiotensin-converting enzyme 2]	Ace2	Rattus norvegicus (Rat)	805
Q5I0G4	reviewed	GARS_RAT	Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase) (GlyRS) (Glycyl-tRNA synthetase 1)	Gars1 Gars	Rattus norvegicus (Rat)	728
Q5M854	reviewed	MGT4A_RAT	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (GlcNAc-T IVa) (GnT-IVa) (N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa) [Cleaved into: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form]	Mgat4a	Rattus norvegicus (Rat)	526
Q5M895	unreviewed	Q5M895_RAT	Hepatic triacylglycerol lipase (EC 3.1.1.3) (EC 3.1.1.32) (EC 3.1.1.5) (Lipase member C) (Lysophospholipase) (Phospholipase A1)	Lipc	Rattus norvegicus (Rat)	494
Q5NSW6	unreviewed	Q5NSW6_RAT	Protein Wnt	Wnt7b	Rattus norvegicus (Rat)	349
Q5U2S1	reviewed	NFIP1_RAT	NEDD4 family-interacting protein 1	Ndfip1 N4wbp5	Rattus norvegicus (Rat)	221
Q5U2W9	reviewed	RNLS_RAT	Renalase (EC 1.6.3.5) (Monoamine oxidase-C) (MAO-C) (alpha-NAD(P)H oxidase/anomerase)	Rnls	Rattus norvegicus (Rat)	315
Q5U367	reviewed	PLOD3_RAT	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]	Plod3	Rattus norvegicus (Rat)	741
Q5XIE8	reviewed	ITM2B_RAT	Integral membrane protein 2B (Immature BRI2) (imBRI2) (Transmembrane protein BRI) (Bri) [Cleaved into: BRI2, membrane form (Mature BRI2) (mBRI2); BRI2 intracellular domain (BRI2 ICD); BRI2C, soluble form; Bri23 peptide (Bri2-23) (ABri23) (C-terminal peptide) (P23 peptide)]	Itm2b	Rattus norvegicus (Rat)	266
Q5XIM7	reviewed	SYK_RAT	Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	Kars1 Kars	Rattus norvegicus (Rat)	626
Q61453	reviewed	IL17_RAT	Interleukin-17A (IL-17) (IL-17A) (Cytotoxic T-lymphocyte-associated antigen 8) (CTLA-8)	Il17a Ctla8 Il17	Rattus norvegicus (Rat)	150
Q62598	reviewed	DSPP_RAT	Dentin sialophosphoprotein [Cleaved into: Dentin phosphoprotein (Dentin phosphophoryn) (DPP); Dentin sialoprotein (DSP)]	Dspp Rdsp2	Rattus norvegicus (Rat)	687
Q62609	reviewed	NOE1_RAT	Noelin (1B426B) (Neuronal olfactomedin-related ER localized protein) (Olfactomedin-1) (Pancortin)	Olfm1 D2Sut1e Noe1 Noel Noel1	Rattus norvegicus (Rat)	485
Q62611	reviewed	ILRL1_RAT	Interleukin-1 receptor-like 1 (EC 3.2.2.6) (Fit-1) (Fos-responsive gene 1 protein)	Il1rl1 Fit1	Rattus norvegicus (Rat)	566
Q62635	reviewed	MUC2_RAT	Mucin-2 (MUC-2) (Intestinal mucin-2)	Muc2	Rattus norvegicus (Rat)	1513
Q62656	reviewed	PTPRZ_RAT	Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (3F8 chondroitin sulfate proteoglycan) (3H1 keratan sulfate proteoglycan) (Phosphacan)	Ptprz1 Ptprz Ptpz	Rattus norvegicus (Rat)	2316
Q62765	reviewed	NLGN1_RAT	Neuroligin-1 (Neuroligin I)	Nlgn1	Rattus norvegicus (Rat)	843
Q62809	reviewed	NOGG_RAT	Noggin	Nog	Rattus norvegicus (Rat)	144
Q62845	reviewed	CNTN4_RAT	Contactin-4 (Brain-derived immunoglobulin superfamily protein 2) (BIG-2)	Cntn4	Rattus norvegicus (Rat)	1026
Q62867	reviewed	GGH_RAT	Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)	Ggh	Rattus norvegicus (Rat)	317
Q62894	reviewed	ECM1_RAT	Extracellular matrix protein 1 (Secretory component p85)	Ecm1	Rattus norvegicus (Rat)	562
Q62918	reviewed	NELL2_RAT	Protein kinase C-binding protein NELL2 (NEL-like protein 2)	Nell2 Nel	Rattus norvegicus (Rat)	819
Q62919	reviewed	NELL1_RAT	Protein kinase C-binding protein NELL1 (NEL-like protein 1)	Nell1	Rattus norvegicus (Rat)	810
Q62923	reviewed	PNOC_RAT	Prepronociceptin [Cleaved into: Nocistatin; Nociceptin (ORL1 receptor agonist) (Orphanin FQ) (PPNOC); Orphanin FQ2]	Pnoc	Rattus norvegicus (Rat)	181
Q62930	reviewed	CO9_RAT	Complement component C9	C9	Rattus norvegicus (Rat)	554
Q62935	reviewed	VWF_RAT	von Willebrand factor (vWF)	Vwf	Rattus norvegicus (Rat)	430
Q62959	reviewed	LEPR_RAT	Leptin receptor (LEP-R) (OB receptor) (OB-R) (CD antigen CD295)	Lepr Fa Obr	Rattus norvegicus (Rat)	1162
Q63041	reviewed	A1M_RAT	Alpha-1-macroglobulin (Alpha-1-M) (Alpha-1-macroglobulin 165 kDa subunit) [Cleaved into: Alpha-1-macroglobulin 45 kDa subunit]	A1m Pzp	Rattus norvegicus (Rat)	1500
Q63083	reviewed	NUCB1_RAT	Nucleobindin-1 (Bone 63 kDa calcium-binding protein) (CALNUC)	Nucb1 Nuc	Rattus norvegicus (Rat)	459
Q63148	reviewed	CHRD_RAT	Chordin	Chrd	Rattus norvegicus (Rat)	951
Q63207	reviewed	FA10_RAT	Coagulation factor X (EC 3.4.21.6) (Stuart factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	F10	Rattus norvegicus (Rat)	482
Q63257	reviewed	IL4RA_RAT	Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124)	Il4r Il4ra	Rattus norvegicus (Rat)	801
